Date,GS,JPM,MSFT
2024-12-26,566.6233520507812,235.8236083984375,433.9114074707031
2024-12-27,561.7003173828125,233.9128875732422,426.404052734375
2024-12-30,559.1363525390625,232.11856079101562,420.75872802734375
2024-12-31,558.2297973632812,232.496826171875,417.4606018066406
2025-01-02,560.5206909179688,232.77810668945312,414.5685729980469
2025-01-03,565.5510864257812,235.95941162109375,419.2928771972656
2025-01-06,568.7291870117188,234.80899047851562,423.749755859375
2025-01-07,565.5413208007812,237.07080078125,418.322265625
2025-01-08,565.44384765625,237.03179931640625,420.49127197265625
2025-01-10,545.9269409179688,233.85357666015625,414.9350280761719
2025-01-13,548.8027954101562,238.084716796875,413.19195556640625
2025-01-14,557.1671752929688,241.262939453125,411.68646240234375
2025-01-15,590.6929321289062,246.0205535888672,422.2245178222656
2025-01-16,597.5852661132812,247.89239501953125,420.5110778808594
2025-01-17,610.2098388671875,252.65975952148438,424.91845703125
2025-01-21,618.7886352539062,256.4326477050781,424.3935546875
2025-01-22,616.8291625976562,256.2474365234375,441.9239196777344
2025-01-23,623.4290771484375,259.2794189453125,442.42901611328125
2025-01-24,620.8944091796875,258.197265625,439.8044128417969
2025-01-27,617.3654174804688,259.18194580078125,430.3954772949219
2025-01-28,621.7717895507812,260.4396057128906,442.9143371582031
2025-01-29,621.3623046875,259.8936462402344,438.09100341796875
2025-01-30,629.4732055664062,261.50225830078125,411.01300048828125
2025-01-31,624.3064575195312,260.5955505371094,411.08233642578125
2025-02-03,616.4782104492188,260.11785888671875,406.9820251464844
2025-02-04,618.2427368164062,261.21954345703125,408.4180908203125
2025-02-05,629.2296142578125,263.6470642089844,409.329345703125
2025-02-06,641.6785278320312,269.95477294921875,411.8350524902344
2025-02-07,639.4169311523438,268.8823547363281,405.8232116699219
2025-02-10,634.181884765625,264.2417907714844,408.2695617675781
2025-02-11,630.9745483398438,268.09271240234375,407.49700927734375
2025-02-12,632.6903076171875,268.5411682128906,405.1200256347656
2025-02-13,632.6415405273438,269.38934326171875,406.60565185546875
2025-02-14,643.9500732421875,269.6525573730469,404.5158996582031
2025-02-18,655.2974853515625,272.9283142089844,405.7142639160156
2025-02-19,651.359130859375,272.245849609375,410.7950744628906
2025-02-20,626.1196899414062,260.1081237792969,412.9684753417969
2025-02-21,609.8782958984375,257.6123352050781,405.108642578125
2025-02-24,610.4048461914062,254.7850799560547,400.9306335449219
2025-02-25,599.4569702148438,250.9438934326172,394.876953125
